County,Date,Vaccine,Count
Coos,4/3/21,Pfizer,4
Coos,4/4/21,Johnson & Johnson,15
Coos,4/4/21,Moderna,113
Coos,4/4/21,Pfizer,5
Coos,4/5/21,Johnson & Johnson,18
Coos,4/5/21,Moderna,523
Coos,4/5/21,Pfizer,4
Coos,4/6/21,Johnson & Johnson,74
Coos,4/6/21,Moderna,238
Coos,4/6/21,Pfizer,9
Coos,4/7/21,Johnson & Johnson,117
Coos,4/7/21,Moderna,466
Coos,4/7/21,Pfizer,13
Coos,4/8/21,Johnson & Johnson,109
Coos,4/8/21,Moderna,288
Coos,4/8/21,Pfizer,30
Coos,4/9/21,Johnson & Johnson,124
Coos,4/9/21,Moderna,718
Coos,4/9/21,Pfizer,4
Coos,4/9/21,Unspecified,3
Coos,4/10/21,Johnson & Johnson,69
Coos,4/10/21,Moderna,316
Coos,4/10/21,Pfizer,5
Coos,4/11/21,Johnson & Johnson,15
Coos,4/11/21,Moderna,849
Coos,4/11/21,Pfizer,209
Coos,4/12/21,Johnson & Johnson,67
Coos,4/12/21,Moderna,265
Coos,4/12/21,Pfizer,1
Coos,4/13/21,Johnson & Johnson,1
Coos,4/13/21,Moderna,267
Coos,4/13/21,Pfizer,3
Coos,4/14/21,Moderna,305
Coos,4/14/21,Pfizer,8
Coos,4/15/21,Johnson & Johnson,2
Coos,4/15/21,Moderna,236
Coos,4/15/21,Pfizer,73
Coos,4/16/21,Moderna,"1,130"
Coos,4/16/21,Pfizer,3
Coos,4/17/21,Moderna,340
Coos,4/17/21,Pfizer,4
Coos,4/18/21,Moderna,677
Coos,4/18/21,Pfizer,309
Coos,4/19/21,Moderna,472
Coos,4/19/21,Pfizer,4
Coos,4/20/21,Moderna,264
Coos,4/20/21,Pfizer,4
Coos,4/20/21,Unspecified,1
Coos,4/21/21,Moderna,291
Coos,4/21/21,Pfizer,9
Coos,4/22/21,Johnson & Johnson,1
Coos,4/22/21,Moderna,234
Coos,4/22/21,Pfizer,5
Coos,4/23/21,Moderna,"1,037"
Coos,4/23/21,Pfizer,11
Coos,4/23/21,Unspecified,1
Coos,4/24/21,Moderna,110
Coos,4/24/21,Pfizer,6
Coos,4/25/21,Johnson & Johnson,1
Coos,4/25/21,Moderna,707
Coos,4/25/21,Pfizer,7
Coos,4/26/21,Johnson & Johnson,3
Coos,4/26/21,Moderna,365
Coos,4/26/21,Pfizer,7
Coos,4/27/21,Johnson & Johnson,13
Coos,4/27/21,Moderna,246
Coos,4/27/21,Pfizer,7
Coos,4/28/21,Johnson & Johnson,9
Coos,4/28/21,Moderna,346
Coos,4/28/21,Pfizer,20
Coos,4/29/21,Johnson & Johnson,11
Coos,4/29/21,Moderna,126
Coos,4/29/21,Pfizer,9
Coos,4/30/21,Johnson & Johnson,12
Coos,4/30/21,Moderna,930
Coos,4/30/21,Pfizer,17
Coos,4/30/21,Unspecified,1
Coos,5/1/21,Johnson & Johnson,5
Coos,5/1/21,Moderna,61
Coos,5/1/21,Pfizer,3
Coos,5/2/21,Johnson & Johnson,2
Coos,5/2/21,Moderna,286
Coos,5/2/21,Pfizer,1
Coos,5/3/21,Johnson & Johnson,20
Coos,5/3/21,Moderna,363
Coos,5/3/21,Pfizer,10
Coos,5/4/21,Johnson & Johnson,13
Coos,5/4/21,Moderna,331
Coos,5/4/21,Pfizer,48
Coos,5/4/21,Unspecified,2
Coos,5/5/21,Johnson & Johnson,2
Coos,5/5/21,Moderna,298
Coos,5/5/21,Pfizer,47
Coos,5/5/21,Unspecified,2
Coos,5/6/21,Johnson & Johnson,5
Coos,5/6/21,Moderna,250
Coos,5/6/21,Pfizer,13
Coos,5/7/21,Johnson & Johnson,18
Coos,5/7/21,Moderna,741
Coos,5/7/21,Pfizer,16
Coos,5/8/21,Johnson & Johnson,8
Coos,5/8/21,Moderna,34
Coos,5/8/21,Pfizer,12
Coos,5/9/21,Johnson & Johnson,1
Coos,5/9/21,Moderna,252
Coos,5/9/21,Pfizer,2
Coos,5/10/21,Johnson & Johnson,27
Coos,5/10/21,Moderna,223
Coos,5/10/21,Pfizer,7
Coos,5/11/21,Johnson & Johnson,3
Coos,5/11/21,Moderna,244
Coos,5/11/21,Pfizer,25
Coos,5/12/21,Johnson & Johnson,8
Coos,5/12/21,Moderna,215
Coos,5/12/21,Pfizer,24
Coos,5/13/21,Johnson & Johnson,10
Coos,5/13/21,Moderna,118
Coos,5/13/21,Pfizer,30
Coos,5/14/21,Johnson & Johnson,34
Coos,5/14/21,Moderna,238
Coos,5/14/21,Pfizer,49
Crook,12/21/20,Pfizer,17
Crook,12/22/20,Pfizer,20
Crook,12/23/20,Pfizer,9
Crook,12/24/20,Moderna,2
Crook,12/28/20,Moderna,3
Crook,12/28/20,Pfizer,19
Crook,12/29/20,Pfizer,14
Crook,12/30/20,Moderna,5
Crook,12/30/20,Pfizer,20
Crook,12/31/20,Moderna,17
Crook,12/31/20,Pfizer,3
Crook,1/2/21,Moderna,1
Crook,1/3/21,Moderna,1
Crook,1/4/21,Moderna,28
Crook,1/4/21,Unspecified,1
Crook,1/5/21,Moderna,29
Crook,1/5/21,Pfizer,8
Crook,1/6/21,Moderna,14
Crook,1/7/21,Moderna,23
Crook,1/7/21,Pfizer,30
Crook,1/8/21,Moderna,46
Crook,1/8/21,Pfizer,33
Crook,1/9/21,Pfizer,37
Crook,1/10/21,Pfizer,26
Crook,1/11/21,Moderna,7
Crook,1/11/21,Pfizer,21
Crook,1/12/21,Moderna,25
Crook,1/12/21,Pfizer,40
Crook,1/13/21,Moderna,31
Crook,1/13/21,Pfizer,28
Crook,1/14/21,Moderna,18
Crook,1/14/21,Pfizer,37
Crook,1/15/21,Moderna,36
Crook,1/15/21,Pfizer,26
Crook,1/16/21,Moderna,9
Crook,1/16/21,Pfizer,33
Crook,1/17/21,Moderna,2
Crook,1/17/21,Pfizer,5
Crook,1/18/21,Moderna,1
Crook,1/18/21,Pfizer,21
Crook,1/19/21,Moderna,12
Crook,1/19/21,Pfizer,15
Crook,1/20/21,Moderna,19
Crook,1/20/21,Pfizer,21
Crook,1/21/21,Moderna,21
Crook,1/21/21,Pfizer,28
Crook,1/22/21,Moderna,47
Crook,1/22/21,Pfizer,35
Crook,1/23/21,Moderna,12
Crook,1/23/21,Pfizer,5
Crook,1/24/21,Moderna,23
Crook,1/25/21,Moderna,193
Crook,1/25/21,Pfizer,2
Crook,1/26/21,Moderna,169
Crook,1/26/21,Pfizer,49
Crook,1/27/21,Moderna,33
Crook,1/27/21,Pfizer,102
Crook,1/28/21,Moderna,25
Crook,1/28/21,Pfizer,192
Crook,1/29/21,Moderna,55
Crook,1/29/21,Pfizer,206
Crook,1/30/21,Moderna,68
Crook,1/30/21,Pfizer,125
Crook,1/31/21,Moderna,1
Crook,1/31/21,Pfizer,29
Crook,2/1/21,Moderna,27
Crook,2/1/21,Pfizer,7
Crook,2/2/21,Moderna,50
Crook,2/2/21,Pfizer,20
Crook,2/3/21,Moderna,44
Crook,2/3/21,Pfizer,32
Crook,2/3/21,Unspecified,1
Crook,2/4/21,Moderna,19
Crook,2/4/21,Pfizer,36
Crook,2/5/21,Moderna,77
Crook,2/5/21,Pfizer,32
Crook,2/6/21,Moderna,1
Crook,2/6/21,Pfizer,55
Crook,2/7/21,Moderna,1
Crook,2/7/21,Pfizer,8
Crook,2/8/21,Moderna,7
Crook,2/8/21,Pfizer,1
Crook,2/9/21,Moderna,230
Crook,2/10/21,Moderna,31
Crook,2/10/21,Pfizer,2
Crook,2/11/21,Moderna,28
Crook,2/11/21,Pfizer,30
Crook,2/12/21,Moderna,32
Crook,2/12/21,Pfizer,76
Crook,2/13/21,Moderna,2
Crook,2/15/21,Moderna,11
Crook,2/15/21,Pfizer,2
Crook,2/16/21,Moderna,338
Crook,2/16/21,Pfizer,5
Crook,2/17/21,Moderna,8
Crook,2/17/21,Pfizer,100
Crook,2/18/21,Moderna,38
Crook,2/18/21,Pfizer,155
Crook,2/19/21,Moderna,26
Crook,2/19/21,Pfizer,174
Crook,2/20/21,Moderna,12
Crook,2/20/21,Pfizer,98
Crook,2/21/21,Moderna,2
Crook,2/21/21,Pfizer,4
Crook,2/22/21,Moderna,2
Crook,2/22/21,Pfizer,4
Crook,2/23/21,Moderna,36
Crook,2/23/21,Pfizer,4
Crook,2/24/21,Moderna,16
Crook,2/24/21,Pfizer,2
Crook,2/24/21,Unspecified,1
Crook,2/25/21,Moderna,497
Crook,2/25/21,Pfizer,4
Crook,2/26/21,Moderna,260
Crook,2/26/21,Pfizer,50
Crook,2/27/21,Moderna,67
Crook,2/27/21,Pfizer,22
Crook,2/28/21,Moderna,1
Crook,2/28/21,Pfizer,1
Crook,3/1/21,Moderna,24
Crook,3/2/21,Moderna,404
Crook,3/2/21,Pfizer,3
Crook,3/3/21,Johnson & Johnson,1
Crook,3/3/21,Moderna,101
Crook,3/3/21,Pfizer,2
Crook,3/4/21,Johnson & Johnson,1
Crook,3/4/21,Moderna,142
Crook,3/5/21,Moderna,33
Crook,3/5/21,Pfizer,54
Crook,3/6/21,Johnson & Johnson,1
Crook,3/6/21,Moderna,14
Crook,3/6/21,Pfizer,2
Crook,3/7/21,Moderna,3
Crook,3/8/21,Johnson & Johnson,1
Crook,3/8/21,Moderna,6
Crook,3/8/21,Pfizer,1
Crook,3/9/21,Johnson & Johnson,4
Crook,3/9/21,Moderna,588
Crook,3/9/21,Pfizer,5
Crook,3/10/21,Moderna,49
Crook,3/10/21,Pfizer,19
Crook,3/11/21,Johnson & Johnson,29
Crook,3/11/21,Moderna,152
Crook,3/11/21,Pfizer,2
Crook,3/12/21,Johnson & Johnson,3
Crook,3/12/21,Moderna,92
Crook,3/12/21,Pfizer,16
Crook,3/13/21,Johnson & Johnson,1
Crook,3/13/21,Moderna,4
Crook,3/13/21,Pfizer,16
Crook,3/15/21,Johnson & Johnson,26
Crook,3/15/21,Moderna,97
Crook,3/15/21,Pfizer,2
Crook,3/16/21,Johnson & Johnson,6
Crook,3/16/21,Moderna,492
Crook,3/16/21,Pfizer,11
Crook,3/17/21,Johnson & Johnson,25
Crook,3/17/21,Moderna,86
Crook,3/17/21,Pfizer,2
Crook,3/18/21,Johnson & Johnson,18
Crook,3/18/21,Moderna,24
Crook,3/18/21,Pfizer,60
Crook,3/19/21,Johnson & Johnson,11
Crook,3/19/21,Moderna,35
Crook,3/19/21,Pfizer,47
Crook,3/20/21,Moderna,3
Crook,3/22/21,Johnson & Johnson,10
Crook,3/22/21,Moderna,7
Crook,3/22/21,Pfizer,1
Crook,3/23/21,Johnson & Johnson,13
Crook,3/23/21,Moderna,419
Crook,3/23/21,Pfizer,4
Crook,3/24/21,Johnson & Johnson,11
Crook,3/24/21,Moderna,113
Crook,3/24/21,Pfizer,66
Crook,3/25/21,Johnson & Johnson,1
Crook,3/25/21,Moderna,77
Crook,3/25/21,Pfizer,2
Crook,3/26/21,Johnson & Johnson,11
Crook,3/26/21,Moderna,97
Crook,3/26/21,Pfizer,58
Crook,3/27/21,Pfizer,1
Crook,3/28/21,Johnson & Johnson,1
Crook,3/28/21,Pfizer,1
Crook,3/29/21,Johnson & Johnson,8
Crook,3/29/21,Moderna,1
Crook,3/29/21,Pfizer,1
Crook,3/30/21,Johnson & Johnson,46
Crook,3/30/21,Moderna,442
Crook,3/30/21,Pfizer,5
Crook,3/31/21,Johnson & Johnson,1
Crook,3/31/21,Moderna,35
Crook,3/31/21,Pfizer,116
Crook,4/1/21,Johnson & Johnson,17
Crook,4/1/21,Moderna,164
Crook,4/1/21,Pfizer,60
Crook,4/2/21,Moderna,122
Crook,4/2/21,Pfizer,78
Crook,4/3/21,Johnson & Johnson,1
Crook,4/3/21,Moderna,2
Crook,4/3/21,Pfizer,18
Crook,4/4/21,Moderna,3
Crook,4/4/21,Pfizer,2
Crook,4/5/21,Johnson & Johnson,2
Crook,4/5/21,Moderna,96
Crook,4/5/21,Pfizer,18
Crook,4/6/21,Johnson & Johnson,102
Crook,4/6/21,Moderna,301
Crook,4/6/21,Pfizer,9
Crook,4/7/21,Johnson & Johnson,14
Crook,4/7/21,Moderna,42
Crook,4/7/21,Pfizer,30
Crook,4/8/21,Johnson & Johnson,14
Crook,4/8/21,Moderna,160
Crook,4/8/21,Pfizer,71
Crook,4/9/21,Johnson & Johnson,2
Crook,4/9/21,Moderna,129
Crook,4/9/21,Pfizer,88
Crook,4/10/21,Johnson & Johnson,10
Crook,4/10/21,Moderna,66
Crook,4/11/21,Johnson & Johnson,3
Crook,4/11/21,Moderna,1
Crook,4/12/21,Johnson & Johnson,22
Crook,4/12/21,Moderna,127
Crook,4/12/21,Pfizer,1
Crook,4/13/21,Johnson & Johnson,1
Crook,4/13/21,Moderna,361
Crook,4/13/21,Pfizer,3
Crook,4/14/21,Moderna,33
Crook,4/14/21,Pfizer,86
Crook,4/15/21,Moderna,43
Crook,4/15/21,Pfizer,36
Crook,4/16/21,Moderna,131
Crook,4/16/21,Pfizer,72
Crook,4/17/21,Moderna,6
Crook,4/17/21,Pfizer,2
Crook,4/18/21,Moderna,4
Crook,4/19/21,Moderna,109
Crook,4/19/21,Pfizer,1
Crook,4/20/21,Johnson & Johnson,3
Crook,4/20/21,Moderna,354
Crook,4/20/21,Pfizer,7
Crook,4/21/21,Moderna,137
Crook,4/21/21,Pfizer,96
Crook,4/22/21,Moderna,40
Crook,4/22/21,Pfizer,50
Crook,4/23/21,Moderna,128
Crook,4/23/21,Pfizer,95
Crook,4/24/21,Moderna,14
Crook,4/24/21,Pfizer,61
Crook,4/25/21,Pfizer,1
Crook,4/26/21,Moderna,12
Crook,4/26/21,Pfizer,12
Crook,4/27/21,Moderna,314
Crook,4/27/21,Pfizer,2
Crook,4/28/21,Moderna,158
Crook,4/28/21,Pfizer,23
Crook,4/29/21,Moderna,54
Crook,4/29/21,Pfizer,73
Crook,4/30/21,Johnson & Johnson,1
Crook,4/30/21,Moderna,126
Crook,4/30/21,Pfizer,91
Crook,5/1/21,Moderna,9
Crook,5/1/21,Pfizer,61
Crook,5/2/21,Moderna,2
Crook,5/2/21,Pfizer,2
Crook,5/3/21,Moderna,10
Crook,5/3/21,Pfizer,6
Crook,5/4/21,Johnson & Johnson,28
Crook,5/4/21,Moderna,99
Crook,5/4/21,Pfizer,50
Crook,5/5/21,Johnson & Johnson,2
Crook,5/5/21,Moderna,112
Crook,5/5/21,Pfizer,25
Crook,5/6/21,Johnson & Johnson,3
Crook,5/6/21,Moderna,92
Crook,5/6/21,Pfizer,80
Crook,5/7/21,Johnson & Johnson,3
Crook,5/7/21,Moderna,51
Crook,5/7/21,Pfizer,67
Crook,5/8/21,Johnson & Johnson,1
Crook,5/8/21,Moderna,51
Crook,5/8/21,Pfizer,1
Crook,5/9/21,Pfizer,1
Crook,5/10/21,Johnson & Johnson,5
Crook,5/10/21,Moderna,31
Crook,5/10/21,Pfizer,2
Crook,5/11/21,Johnson & Johnson,18
Crook,5/11/21,Moderna,49
Crook,5/11/21,Pfizer,3
Crook,5/12/21,Johnson & Johnson,14
Crook,5/12/21,Moderna,28
Crook,5/12/21,Pfizer,12
Crook,5/13/21,Johnson & Johnson,1
Crook,5/13/21,Moderna,132
Crook,5/13/21,Pfizer,3
Crook,5/14/21,Johnson & Johnson,1
Crook,5/14/21,Moderna,32
Crook,5/14/21,Pfizer,64
Curry,12/18/20,Pfizer,1
Curry,12/22/20,Moderna,10
Curry,12/23/20,Moderna,21
Curry,12/23/20,Pfizer,1
Curry,12/24/20,Moderna,12
Curry,12/26/20,Moderna,1
Curry,12/28/20,Moderna,35
Curry,12/29/20,Moderna,34
Curry,12/30/20,Moderna,35
Curry,12/30/20,Pfizer,2
Curry,12/31/20,Moderna,36
Curry,1/1/21,Johnson & Johnson,1
Curry,1/1/21,Unspecified,1
Curry,1/4/21,Moderna,29
Curry,1/4/21,Pfizer,1
Curry,1/4/21,Unspecified,1
Curry,1/5/21,Moderna,36
Curry,1/6/21,Moderna,40
Curry,1/7/21,Moderna,36
Curry,1/8/21,Moderna,38
Curry,1/8/21,Pfizer,2
Curry,1/9/21,Moderna,1
Curry,1/10/21,Pfizer,126
Curry,1/11/21,Moderna,52
Curry,1/12/21,Moderna,39
Curry,1/12/21,Pfizer,1
Curry,1/13/21,Moderna,44
Curry,1/13/21,Pfizer,2
Curry,1/14/21,Moderna,42
Curry,1/15/21,Moderna,38
Curry,1/16/21,Moderna,3
Curry,1/16/21,Pfizer,2
Curry,1/17/21,Pfizer,2
Curry,1/18/21,Moderna,46
Curry,1/18/21,Pfizer,1
Curry,1/19/21,Moderna,58
Curry,1/19/21,Pfizer,1
Curry,1/20/21,Moderna,66
Curry,1/20/21,Pfizer,1
Curry,1/21/21,Johnson & Johnson,1
Curry,1/21/21,Moderna,50
Curry,1/21/21,Pfizer,3
Curry,1/22/21,Moderna,58
Curry,1/22/21,Pfizer,68
Curry,1/23/21,Moderna,47
Curry,1/23/21,Pfizer,5
Curry,1/24/21,Moderna,41
Curry,1/24/21,Pfizer,1
Curry,1/25/21,Moderna,80
Curry,1/25/21,Pfizer,6
Curry,1/26/21,Moderna,42
Curry,1/27/21,Moderna,50
Curry,1/27/21,Pfizer,1
Curry,1/28/21,Moderna,41
Curry,1/29/21,Moderna,76
Curry,1/30/21,Moderna,79
Curry,1/30/21,Pfizer,1
Curry,1/31/21,Moderna,80
Curry,1/31/21,Pfizer,153
Curry,2/1/21,Moderna,96
Curry,2/1/21,Pfizer,6
Curry,2/2/21,Moderna,43
Curry,2/2/21,Unspecified,1
Curry,2/3/21,Moderna,56
Curry,2/3/21,Pfizer,2
Curry,2/4/21,Moderna,42
Curry,2/4/21,Pfizer,13
Curry,2/5/21,Moderna,86
Curry,2/6/21,Moderna,102
Curry,2/6/21,Pfizer,4
Curry,2/7/21,Moderna,57
Curry,2/7/21,Pfizer,3
Curry,2/8/21,Moderna,128
Curry,2/8/21,Pfizer,33
Curry,2/9/21,Moderna,48
Curry,2/10/21,Moderna,122
Curry,2/11/21,Moderna,66
Curry,2/11/21,Pfizer,2
Curry,2/12/21,Moderna,144
Curry,2/12/21,Pfizer,118
Curry,2/13/21,Moderna,61
Curry,2/13/21,Pfizer,4
Curry,2/14/21,Moderna,65
Curry,2/14/21,Pfizer,2
Curry,2/15/21,Moderna,124
Curry,2/15/21,Pfizer,2
Curry,2/16/21,Moderna,44
Curry,2/16/21,Pfizer,1
Curry,2/17/21,Moderna,63
Curry,2/18/21,Moderna,39
Curry,2/18/21,Pfizer,1
Curry,2/19/21,Moderna,127
Curry,2/20/21,Moderna,103
Curry,2/20/21,Unspecified,1
Curry,2/21/21,Moderna,95
Curry,2/21/21,Pfizer,37
Curry,2/22/21,Moderna,119
Curry,2/23/21,Moderna,18
Curry,2/23/21,Pfizer,6
Curry,2/24/21,Moderna,58
Curry,2/24/21,Pfizer,2
Curry,2/25/21,Moderna,6
Curry,2/25/21,Pfizer,16
Curry,2/26/21,Moderna,194
Curry,2/26/21,Pfizer,7
Curry,2/27/21,Moderna,189
Curry,2/27/21,Pfizer,2
Curry,2/28/21,Moderna,172
Curry,3/1/21,Moderna,174
Curry,3/1/21,Pfizer,35
Curry,3/2/21,Moderna,41
Curry,3/2/21,Pfizer,3
Curry,3/3/21,Moderna,164
Curry,3/3/21,Pfizer,2
Curry,3/4/21,Moderna,50
Curry,3/4/21,Pfizer,6
Curry,3/5/21,Moderna,173
Curry,3/5/21,Pfizer,49
Curry,3/6/21,Moderna,234
Curry,3/6/21,Pfizer,6
Curry,3/7/21,Moderna,164
Curry,3/8/21,Moderna,197
Curry,3/9/21,Johnson & Johnson,6
Curry,3/9/21,Moderna,8
Curry,3/9/21,Pfizer,5
Curry,3/10/21,Johnson & Johnson,21
Curry,3/10/21,Moderna,135
Curry,3/10/21,Pfizer,5
Curry,3/11/21,Johnson & Johnson,32
Curry,3/11/21,Moderna,51
Curry,3/11/21,Pfizer,7
Curry,3/11/21,Unspecified,1
Curry,3/12/21,Johnson & Johnson,8
Curry,3/12/21,Moderna,211
Curry,3/12/21,Pfizer,6
Curry,3/13/21,Johnson & Johnson,1
Curry,3/13/21,Moderna,172
Curry,3/13/21,Pfizer,10
Curry,3/14/21,Moderna,164
Curry,3/14/21,Pfizer,2
Curry,3/15/21,Johnson & Johnson,30
Curry,3/15/21,Moderna,102
Curry,3/16/21,Johnson & Johnson,32
Curry,3/16/21,Moderna,59
Curry,3/16/21,Pfizer,6
Curry,3/17/21,Johnson & Johnson,4
Curry,3/17/21,Moderna,202
Curry,3/17/21,Pfizer,3
Curry,3/18/21,Johnson & Johnson,10
Curry,3/18/21,Moderna,72
Curry,3/18/21,Pfizer,2
Curry,3/19/21,Johnson & Johnson,7
Curry,3/19/21,Moderna,219
Curry,3/19/21,Pfizer,4
Curry,3/20/21,Moderna,168
Curry,3/20/21,Pfizer,10
Curry,3/21/21,Moderna,237
Curry,3/21/21,Pfizer,2
Curry,3/22/21,Johnson & Johnson,2
Curry,3/22/21,Moderna,260
Curry,3/22/21,Pfizer,6
Curry,3/23/21,Moderna,54
Curry,3/23/21,Pfizer,3
Curry,3/24/21,Johnson & Johnson,2
Curry,3/24/21,Moderna,123
Curry,3/24/21,Pfizer,3
Curry,3/24/21,Unspecified,1
Curry,3/25/21,Moderna,61
Curry,3/25/21,Pfizer,9
Curry,3/26/21,Moderna,217
Curry,3/26/21,Pfizer,7
Curry,3/27/21,Moderna,268
Curry,3/27/21,Pfizer,7
Curry,3/28/21,Moderna,255
Curry,3/28/21,Pfizer,9
Curry,3/29/21,Moderna,256
Curry,3/29/21,Pfizer,2
Curry,3/30/21,Moderna,29
Curry,3/30/21,Pfizer,5
Curry,3/31/21,Johnson & Johnson,23
Curry,3/31/21,Moderna,298
Curry,3/31/21,Pfizer,5
Curry,4/1/21,Moderna,79
Curry,4/1/21,Pfizer,5
Curry,4/1/21,Unspecified,1
Curry,4/2/21,Johnson & Johnson,5
Curry,4/2/21,Moderna,284
Curry,4/2/21,Pfizer,5
Curry,4/3/21,Johnson & Johnson,2
Curry,4/3/21,Moderna,276
Curry,4/3/21,Pfizer,11
Curry,4/4/21,Pfizer,3
Curry,4/5/21,Moderna,238
Curry,4/5/21,Pfizer,2
Curry,4/6/21,Johnson & Johnson,43
Curry,4/6/21,Moderna,45
Curry,4/6/21,Pfizer,12
Curry,4/7/21,Johnson & Johnson,45
Curry,4/7/21,Moderna,91
Curry,4/7/21,Pfizer,5
Curry,4/8/21,Johnson & Johnson,40
Curry,4/8/21,Moderna,65
Curry,4/8/21,Pfizer,1
Curry,4/9/21,Johnson & Johnson,97
Curry,4/9/21,Moderna,271
Curry,4/9/21,Pfizer,1
Curry,4/10/21,Johnson & Johnson,17
Curry,4/10/21,Moderna,259
Curry,4/10/21,Pfizer,3
Curry,4/11/21,Johnson & Johnson,1
Curry,4/11/21,Moderna,285
Curry,4/11/21,Pfizer,8
Curry,4/12/21,Johnson & Johnson,35
Curry,4/12/21,Moderna,276
Curry,4/12/21,Pfizer,1
Curry,4/13/21,Moderna,62
Curry,4/13/21,Pfizer,5
Curry,4/14/21,Moderna,275
Curry,4/14/21,Pfizer,2
Curry,4/15/21,Moderna,83
Curry,4/15/21,Pfizer,2
Curry,4/15/21,Unspecified,1
Curry,4/16/21,Moderna,277
Curry,4/16/21,Pfizer,2
Curry,4/17/21,Moderna,163
Curry,4/17/21,Pfizer,5
Curry,4/18/21,Johnson & Johnson,1
Curry,4/18/21,Moderna,198
Curry,4/18/21,Pfizer,9
Curry,4/19/21,Johnson & Johnson,1
Curry,4/19/21,Moderna,276
Curry,4/19/21,Pfizer,3
Curry,4/20/21,Moderna,58
Curry,4/20/21,Pfizer,3
Curry,4/21/21,Moderna,152
Curry,4/21/21,Pfizer,1
Curry,4/22/21,Moderna,87
Curry,4/22/21,Pfizer,7
Curry,4/23/21,Moderna,202
Curry,4/23/21,Pfizer,2
Curry,4/24/21,Moderna,189
Curry,4/24/21,Pfizer,6
Curry,4/25/21,Moderna,226
Curry,4/25/21,Pfizer,3
Curry,4/26/21,Johnson & Johnson,1
Curry,4/26/21,Moderna,193
Curry,4/26/21,Pfizer,2
Curry,4/27/21,Moderna,63
Curry,4/27/21,Pfizer,7
Curry,4/28/21,Johnson & Johnson,16
Curry,4/28/21,Moderna,190
Curry,4/28/21,Pfizer,4
Curry,4/29/21,Johnson & Johnson,1
Curry,4/29/21,Moderna,48
Curry,4/30/21,Johnson & Johnson,5
Curry,4/30/21,Moderna,148
Curry,4/30/21,Pfizer,3
Curry,5/1/21,Johnson & Johnson,3
Curry,5/1/21,Moderna,169
Curry,5/2/21,Moderna,45
Curry,5/2/21,Pfizer,2
Curry,5/3/21,Johnson & Johnson,2
Curry,5/3/21,Moderna,63
Curry,5/3/21,Pfizer,1
Curry,5/4/21,Johnson & Johnson,10
Curry,5/4/21,Moderna,57
Curry,5/4/21,Pfizer,2
Curry,5/5/21,Johnson & Johnson,2
Curry,5/5/21,Moderna,66
Curry,5/5/21,Pfizer,4
Curry,5/6/21,Johnson & Johnson,7
Curry,5/6/21,Moderna,59
Curry,5/6/21,Pfizer,1
Curry,5/7/21,Johnson & Johnson,6
Curry,5/7/21,Moderna,194
Curry,5/7/21,Pfizer,5
Curry,5/8/21,Johnson & Johnson,2
Curry,5/8/21,Moderna,167
Curry,5/8/21,Pfizer,2
Curry,5/9/21,Moderna,210
Curry,5/9/21,Pfizer,2
Curry,5/10/21,Moderna,207
Curry,5/10/21,Pfizer,2
Curry,5/11/21,Johnson & Johnson,8
Curry,5/11/21,Moderna,12
Curry,5/11/21,Pfizer,11
Curry,5/12/21,Johnson & Johnson,16
Curry,5/12/21,Moderna,96
Curry,5/12/21,Pfizer,3
Curry,5/13/21,Johnson & Johnson,16
Curry,5/13/21,Moderna,29
Curry,5/14/21,Johnson & Johnson,8
Curry,5/14/21,Moderna,42
Curry,5/14/21,Pfizer,29
Deschutes,12/15/20,Pfizer,1
Deschutes,12/16/20,Pfizer,3
Deschutes,12/17/20,Pfizer,4
Deschutes,12/18/20,Pfizer,5
Deschutes,12/19/20,Pfizer,2
Deschutes,12/20/20,Pfizer,2
Deschutes,12/21/20,Pfizer,270
Deschutes,12/22/20,Moderna,3
Deschutes,12/22/20,Pfizer,364
Deschutes,12/23/20,Moderna,9
Deschutes,12/23/20,Pfizer,351
Deschutes,12/24/20,Moderna,10
Deschutes,12/24/20,Pfizer,67
Deschutes,12/27/20,Moderna,1
Deschutes,12/28/20,Moderna,5
Deschutes,12/28/20,Pfizer,336
Deschutes,12/29/20,Moderna,7
Deschutes,12/29/20,Pfizer,417
Deschutes,12/30/20,Moderna,21
Deschutes,12/30/20,Pfizer,369
Deschutes,12/30/20,Unspecified,1
Deschutes,12/31/20,Moderna,189
Deschutes,12/31/20,Pfizer,84
Deschutes,1/1/21,Moderna,5
Deschutes,1/1/21,Pfizer,7
Deschutes,1/2/21,Moderna,4
Deschutes,1/2/21,Pfizer,2
Deschutes,1/3/21,Moderna,8
Deschutes,1/3/21,Pfizer,3
Deschutes,1/4/21,Moderna,113
Deschutes,1/4/21,Pfizer,7
Deschutes,1/5/21,Moderna,226
Deschutes,1/5/21,Pfizer,178
Deschutes,1/6/21,Moderna,21
Deschutes,1/6/21,Pfizer,11
Deschutes,1/7/21,Moderna,180
Deschutes,1/7/21,Pfizer,591
Deschutes,1/8/21,Moderna,347
Deschutes,1/8/21,Pfizer,780
Deschutes,1/9/21,Moderna,6
Deschutes,1/9/21,Pfizer,523
Deschutes,1/10/21,Moderna,1
Deschutes,1/10/21,Pfizer,381
Deschutes,1/11/21,Johnson & Johnson,1
Deschutes,1/11/21,Moderna,105
Deschutes,1/11/21,Pfizer,730
Deschutes,1/12/21,Moderna,24
Deschutes,1/12/21,Pfizer,"1,271"
